PersonID,Age,Income,EducationYears,HoursWorkedPerWeek,YearsAtJob,CreditScore,MonthlyExpenses,Savings,Debt,HealthScore,Gender,MaritalStatus,OwnsHouse,JobSector,Region,HasPet,VehicleType,InternetAccess,GymMember,JobSatisfaction
25,28,99550.86340201422,6.941463532537524,30.78154980182748,9.289287130413296,731.3803148780916,1625.125762287445,19964.46625800788,10513.043173805156,79.84591378839275,Female,Widowed,0,Tech,North,0,Car,HighSpeed,0,7.897129276465327
26,36,73726.47339348064,16.551548634261085,39.66887534890194,1.5218248160799044,686.0246268351733,2314.3337216708583,11845.89655860421,17342.592644567656,77.67475388898062,Male,Divorced,0,Tech,North,0,Motorcycle,Slow,1,10.28359524960608
27,21,65760.069563364,21.40153354453256,43.14254333955034,2.738421661806102,692.0847260995168,2523.603338430737,49880.549539389634,20989.96341684264,78.80826418345254,Other,Single,0,Education,West,0,None,HighSpeed,0,10.68380277130608
28,39,67400.62653436522,19.716839058818312,44.695312327710205,0.2037065126492444,690.8073053420395,2688.0155067310084,47508.44819036563,23533.489773401467,88.42721861351185,Other,Single,1,Finance,West,0,Motorcycle,Moderate,1,10.599959854734966
29,27,77270.35945460833,16.628978245823877,38.9411598408547,2.9808148693756924,657.7163447752944,1719.6244688533102,6981.163058732696,10058.099769330873,77.65163922746588,Other,Widowed,1,Other,East,1,Motorcycle,Moderate,1,10.506225481151588
30,31,44544.14869603189,14.525091443103856,42.206646070235045,4.309167572435212,699.2950517046664,3337.837664132947,28357.064276052228,17838.445673027367,68.51001479526842,Female,Married,1,Retail,South,1,Truck,None,1,8.884219166732032
31,27,59852.4692515331,18.42136778991193,27.070035879522063,4.230408628003247,696.8675888939089,2082.17365068762,31239.23835319177,24625.025919532985,83.83606785994169,Female,Single,0,Finance,North,0,Truck,HighSpeed,1,9.55724015987311
32,57,31628.318522448208,13.079361400886594,38.05050952599691,2.020530351400584,712.0620124203365,1327.8713776827285,11037.81712963395,26655.94895144128,61.33801662331082,Female,Single,0,Education,West,1,None,Moderate,1,5.25464163682916
33,34,72984.46245210558,17.42907330806866,44.721052275326805,1.8955755486777093,704.2252572846431,2423.6836060255755,-2433.1230474730583,14411.671458684776,64.18586619260714,Male,Widowed,1,Education,South,0,Motorcycle,HighSpeed,0,10.29058997539634
34,22,77943.91879405481,17.516410477499882,36.10623579447192,0.5637365377439869,739.8997274806118,2524.0627163185222,19815.523260379137,12790.682750603874,78.35847264720068,Female,Widowed,0,Finance,North,0,Motorcycle,Moderate,0,8.615263289164401
35,44,55336.27075401252,19.18062972249664,42.35390532953758,2.284831494046452,746.1754308023684,2612.412603220232,17407.314877788336,16911.24233836392,80.16396667786579,Female,Widowed,0,Healthcare,South,1,Truck,Moderate,0,11.502728437813776
36,20,96479.73526580066,24.278980116733237,44.68123500481619,0.5239959709907936,647.4688339086099,3453.4926825795555,13463.532545440712,3502.9252710259425,62.54948776496005,Other,Single,1,Education,North,1,Truck,Slow,1,13.505263447292227
37,37,40484.68673995318,17.1772479015363,39.94470479485341,7.274920922196848,743.4386250295386,2334.4858142848984,26634.75302246728,13063.90488964492,71.1718251901325,Male,Divorced,0,Other,South,0,Car,None,0,8.56514251896018
38,11,35712.5023958036,14.473109122877505,43.022782625979424,16.947475271097957,640.6831786445073,2416.26626294186,8739.055894916019,22445.8639847313,68.93916167780341,Male,Single,0,Retail,East,0,Motorcycle,Slow,0,9.144500294510507
39,19,69489.03637119944,15.923277063424017,36.22360460829233,17.545214356009524,729.3927944068868,1727.7709331368346,2720.036786312852,21419.47129443701,70.13323677118403,Other,Widowed,1,Finance,North,0,None,HighSpeed,1,9.551369074445256
40,37,85941.9660522431,10.692772285332644,40.76033232182372,10.015036506594138,730.9869392351434,3074.387452021528,21636.24455524748,12297.32395636111,84.43597776272946,Male,Married,0,Healthcare,North,1,Motorcycle,Moderate,1,7.612010640895619
41,43,98678.55382915738,13.915860606732824,45.66129701753533,4.591365343776415,604.4341554168748,2629.0163448546723,25789.55138853314,17177.182010871667,82.06505463547253,Female,Married,1,Finance,East,0,Truck,None,0,11.767638666117136
42,37,55822.3147426212,14.772152685660688,42.94183776581061,6.0343131667104855,704.6489623264705,2205.980590894086,2350.325841499205,6753.496597093124,74.80877820146293,Male,Widowed,1,Healthcare,North,0,Car,Moderate,1,8.491499858130304
43,33,86573.61666862591,14.427734806196222,38.48081238261639,1.6788030681875032,676.5751943319842,1166.7277145741757,33921.35916486622,22034.921482250247,69.54038072885072,Other,Married,0,Healthcare,North,1,Motorcycle,Moderate,1,8.455158086094798
44,31,64229.83060998585,16.457064616101167,43.34529842574476,4.981683304268637,662.0617371032313,3511.088536538561,-6557.217066641169,14221.785638635269,61.5035032977986,Male,Single,1,Other,West,1,None,Slow,1,10.029031879120469
45,17,61547.45400118361,13.5327402028534,46.287658743819705,3.0408101447615032,767.5426165349503,1640.62402488076,11328.29811926535,12240.485483038618,89.2018493878195,Other,Divorced,0,Retail,East,1,Truck,HighSpeed,0,8.429331496732686
46,26,82673.19874973345,19.363092001973413,29.70035232853513,3.289067558778896,667.3160429681291,2086.105393441206,16129.871957035864,11382.761639066135,80.92113900284919,Female,Single,0,Education,West,0,Car,None,1,8.971792612448818
47,29,78046.4575682684,16.00062119475459,48.954444389735386,7.0894733728686665,659.6811535440975,2750.8411577532024,10456.644310221052,14371.061331001418,67.9333089592686,Female,Widowed,0,Healthcare,East,0,Motorcycle,None,1,11.12125735659369
48,47,33472.15686031501,15.972099036584156,39.98247156791357,1.6558600276558295,703.7847470002547,1662.4094499683194,11524.092896732112,10521.223550680415,82.19599497624891,Other,Single,0,Education,South,1,None,None,1,8.4297801196766
49,39,94530.80699451792,15.016315850461249,44.55293959944138,1.9139185224449948,734.2794873149209,1454.5431552227997,48066.117234621706,21581.43036002563,74.29776379425374,Female,Married,0,Retail,East,0,Truck,HighSpeed,1,7.836621308379661
50,13,92601.82708294904,16.465572051576938,49.183481541871366,12.927512083135063,692.9175706994937,1013.2366921095344,7236.73866441652,11047.164519838192,72.12890495137657,Female,Single,0,Education,East,0,None,None,1,10.144712357018047
51,38,52488.74596980941,18.475294794002902,33.76995781661721,0.2893337077291333,758.3185272834626,3004.697867033945,56618.32583707871,30929.640960273813,79.35211528289602,Male,Divorced,0,Other,West,1,Motorcycle,HighSpeed,0,8.072390405270736
52,30,72916.07066874819,13.398609352867298,37.74335398543472,3.324103924119852,726.5487830982046,2118.3696286915747,26556.90169596578,29652.10503481381,67.58501750087275,Female,Married,0,Other,North,1,Truck,None,0,8.916794757880071
53,26,74880.60372565477,14.02565053277423,40.268707824745775,12.19780063549285,591.0894340134284,4549.089064731331,21380.82705967988,6084.565101454953,71.5624348048989,Other,Divorced,0,Tech,East,0,Motorcycle,Moderate,1,8.74279215560456
54,42,70213.47531647814,15.088821913670008,37.29747887325343,4.7126988129455,673.5266518246495,1803.951454058389,27143.60530081499,15697.042694292802,76.21461064199546,Female,Divorced,1,Other,North,1,Car,HighSpeed,1,9.790920903009264
55,47,53993.8969230916,11.962387229580354,52.40961945502085,3.952775611979838,671.907895032415,1854.9842835997551,57948.91623877928,8493.43378663805,70.00548807114787,Male,Divorced,1,Healthcare,East,1,Motorcycle,Slow,0,9.751360726937254
56,46,51567.53264123897,13.542226420835506,36.859367437039246,1.4367051812518892,723.9680476714711,2104.224920800219,5096.104941028279,11733.524368113884,81.69085210267524,Other,Single,0,Retail,West,0,Car,None,0,8.863415363126856
57,24,64488.91858017109,14.571337379366025,38.6667193230788,2.102453310392968,568.7591471812945,2670.1942585969423,3193.7312159541616,35024.27467644797,93.6906650367826,Female,Single,0,Other,East,0,Motorcycle,Slow,1,7.702620630194592
58,31,88454.58038518729,18.623167542138184,43.22633418961786,9.554350962767268,827.4504854358861,2170.857662850282,8677.007051421186,11924.285828842008,67.45701867392857,Female,Single,0,Finance,South,0,None,HighSpeed,1,10.63151295802628
59,38,75872.00309188865,16.787683987005774,34.787102843543465,4.096025778827216,726.5513047447105,2928.6325498017586,20482.14720446841,18602.26037077429,58.34874703695955,Female,Single,1,Retail,East,0,None,Moderate,0,10.57736132790305
60,46,57587.71335827788,16.580769734102635,39.62591572946242,3.615374850039317,707.4438401958846,1814.9881270079416,-5886.5668721886,20413.212940082783,54.98259832523738,Other,Married,1,Healthcare,East,0,Truck,Slow,1,8.102181055707335
61,29,80433.97421296689,18.55269388650392,43.904719567501054,0.524468198529216,759.0783858209574,1532.8857970754932,20335.08858977912,4993.706275167593,73.49531858505017,Male,Single,0,Retail,North,0,None,Slow,1,12.008669923371226
62,32,8029.147587398489,15.58788463480181,40.00283757370493,0.0807899831147088,817.1827026406313,1241.249682413625,45403.20700120508,6449.045255907951,68.36835409873817,Other,Married,0,Other,North,1,None,Moderate,0,7.464302539524856
63,21,87975.31400744207,17.17139454978667,41.43967884660031,16.577647978903975,743.5373322294201,943.4980824439622,22271.110859371664,2939.7762859188115,77.0786050106708,Other,Divorced,0,Finance,South,1,Car,Moderate,0,8.075592588223158
64,20,30205.724424438005,15.690334741202513,38.82400732530977,2.3659327852463403,747.440654823581,2137.3516863674604,15609.718115370846,6140.292661022231,76.32597672026101,Male,Married,1,Tech,East,1,None,HighSpeed,0,8.435974088290696
65,44,57751.18117193736,16.796087048198885,32.9131781449154,4.621779113553947,706.5345012232191,2289.3137813247445,10727.593269745588,-13500.301093171824,58.96783153385904,Other,Widowed,0,Healthcare,North,0,Car,None,0,8.841428754571433
66,51,42606.60210747713,14.251724027165254,43.92955926803543,0.4153597691492223,692.9237123316526,2057.994080761772,33477.675568273466,20445.82400793628,56.851161705185945,Other,Single,1,Healthcare,East,0,Car,Slow,1,9.485968100721818
67,34,39106.37048558188,8.683548525170712,52.52959842988345,5.746070464472279,676.210227799755,3370.3840580310134,7612.508401429286,35541.9384125607,77.95933240346095,Female,Widowed,1,Retail,West,0,Car,Slow,1,6.761376587567936
68,47,88216.5357475704,15.597162513441088,42.11040978470063,13.48308223448412,658.6944004142729,3359.6211467256944,47695.93880898872,16478.20739036527,76.35428834719957,Other,Married,0,Education,West,0,Motorcycle,HighSpeed,1,9.193965628573975
69,39,55645.97597376217,20.26824440829982,43.351584703485294,4.2861631879595805,665.6492950150251,2265.637908788849,49000.39621571536,837.3114065939262,70.74182001633449,Female,Single,1,Education,South,0,Car,None,1,9.337046481148434
70,27,71930.07763461431,18.778646206724776,46.156336530701154,0.6740342991521535,632.4722017828508,1244.2552207656258,23851.26197992681,8572.23617100052,58.42856414867696,Other,Widowed,0,Finance,West,1,Motorcycle,HighSpeed,0,8.866622398242338
71,39,64061.58842241632,18.896192453773512,34.3840170207198,4.358039330275023,696.2064274657488,2103.306424361463,19827.273678850324,10411.231549750031,79.7139126276499,Female,Single,1,Tech,North,0,Car,Slow,0,7.976735359805069
72,53,74540.81654446243,19.70839216541865,52.21508794877764,7.269595411285781,615.7666211386806,2080.125024258057,35459.89712362339,4824.152227866243,87.71899545423943,Female,Married,1,Tech,North,1,Motorcycle,Slow,1,10.152338947879256
73,34,66536.43782120511,16.26597277288431,43.213972778536814,2.6078872281344023,709.5458262071855,2040.0055264053597,36421.97753340988,23601.826383951564,77.77982440218922,Female,Widowed,0,Retail,South,0,Truck,Moderate,1,9.777137837338625
74,53,39340.15551622861,16.591947122216787,51.791141394534655,10.594561744885317,698.1834695978829,2011.5967672712288,7910.124034108769,23102.600443753337,66.52526109434936,Male,Married,0,Retail,East,1,Truck,Moderate,1,10.539688828575494
75,3,84925.3363889428,14.147044313696949,37.60180202685606,5.230330982140458,707.3467649193344,2042.575972992635,12101.67300294947,3445.4820618234044,75.44552165571152,Other,Widowed,1,Education,North,1,Motorcycle,None,0,6.836098147961695
76,44,55124.86833677376,15.051781431918853,52.908371535346944,11.475511708146918,673.8934214990004,2229.420868871568,164.7884797505685,22250.81044447508,61.33885919066315,Other,Divorced,1,Other,West,1,Truck,Slow,0,9.658841025366725
77,36,33868.36202680498,17.847313449313425,46.6509329642087,4.8842566937016505,853.8430185090251,2055.1212308291106,26135.974075010858,30268.126635772653,85.57960713838793,Other,Divorced,1,Tech,North,1,None,Slow,0,8.214036068695311
78,31,56437.69678068175,19.611653311506448,45.31824051511415,0.7037179592046167,768.0057950090156,2645.8257560379143,29999.418251853363,34025.5820522956,75.81844334529539,Male,Divorced,0,Other,South,1,Car,Moderate,1,10.875202342152022
79,36,95015.19581268622,15.581661172957002,43.40414672611889,1.853084928372473,637.7728749957639,2752.2581011334028,-248.88456791909263,43652.120230859626,57.31843088246768,Female,Divorced,0,Tech,West,1,Motorcycle,HighSpeed,1,8.94567307561906
80,11,82004.43484226985,14.649432205445766,40.50882829155331,1.1269487873151105,711.6434043713449,1862.5484389722567,13172.016427757611,5980.073505568025,71.99325639556318,Other,Divorced,0,Other,West,1,Truck,HighSpeed,1,7.835630945761786
81,32,58026.957311842816,16.001583876569793,49.20318995084324,11.97495484629651,669.5996928531338,3389.745728204924,-208.80876372023704,43242.20426395203,79.63301510234231,Male,Married,0,Other,West,0,Truck,Slow,0,9.992036096937165
82,39,58014.84591363143,17.803620246787343,42.84215921908828,7.143923467867238,649.2760136646293,1813.95638871157,6518.002846342437,11457.936114912118,71.66952379024478,Male,Divorced,1,Tech,South,0,None,Slow,1,8.661224893471678
83,52,58567.298975652346,11.668435551599377,30.197581778477087,5.6412102667967385,632.9963964438033,1367.539570329264,28265.255903394493,9075.345446194857,72.24104278559827,Other,Married,1,Finance,South,1,Car,None,0,6.217352085689803
84,28,106534.9596712168,9.111457140588286,35.296881229757986,1.7902817713168635,721.6108345379627,2766.5446499555364,8997.768999825808,18270.72374877845,62.75597792952728,Female,Divorced,1,Finance,East,0,None,None,1,5.096073627068903
85,25,72638.70904463106,14.34838945152525,40.88492548684352,1.0169789661595643,665.9309882465213,1927.814305909962,15487.61065951552,9179.386659069876,80.66540987081656,Male,Single,1,Retail,East,0,Motorcycle,Moderate,1,9.660872960350623
86,28,73600.8329438214,12.337862722257524,43.85999389899333,7.062187429746098,748.3913012012601,2724.904029530172,-4409.675919209731,18990.44140646526,68.51530799980863,Other,Divorced,1,Other,East,1,Truck,Slow,0,9.042276714302837
87,45,85605.66908063684,14.475579407058069,41.66046906660063,3.213771943366735,749.6891107265219,817.4319792296287,22804.853145869965,1799.2281226269845,53.43554622994967,Female,Single,0,Other,South,0,Truck,HighSpeed,0,8.91379604174711
88,38,69775.78318053027,15.556659043547585,49.31382473876198,1.2795577295166711,768.6957192605724,3474.719159038147,19335.900202330267,12612.473979365655,71.28742629329606,Male,Married,0,Other,West,1,Truck,None,1,8.275625154639457
89,28,59819.15708358594,14.64025477293096,30.293388815768253,4.793668871942185,657.3806616962949,2970.605385628281,9065.611249502566,27855.822343616797,84.81149715570353,Male,Divorced,1,Other,West,0,None,Moderate,0,8.556375665801008
90,41,61073.00301830044,20.35740260341224,42.86152761903096,0.2058490882396364,723.7682805346005,1449.666415585899,17164.785534762887,14429.38708568844,71.13070553400053,Other,Widowed,1,Other,North,1,None,Moderate,0,9.615042617257888
91,36,63567.97481171872,16.98023429380696,31.09212464767707,1.973889012717029,731.622710832115,1464.8560133076,22704.423207551667,16415.95786739883,92.3798498512352,Other,Married,1,Education,East,0,Car,HighSpeed,0,7.755742759658787
92,46,64255.55526980317,16.901423078832487,46.55827377290501,3.1607966021174843,676.2910912448018,3670.5861328682695,7776.977766359838,19752.586047173118,79.28967948548517,Female,Divorced,1,Healthcare,West,1,Motorcycle,None,0,11.999020702299328
93,26,79552.5908727396,17.866621432130206,41.43324771334798,0.800599248605534,661.4114021303562,1983.8340675514287,-2143.9381600266897,26706.6162931766,78.38758162280367,Other,Married,1,Other,West,0,Car,HighSpeed,0,9.059602585918938
94,31,66038.917716146,12.583500646657694,44.51765983214471,20.884657736152672,780.4760332887986,1916.0706058871635,47083.61649030223,-1552.2471218943283,73.71601734082391,Other,Widowed,1,Education,West,0,Car,Moderate,1,8.28620198623995
95,30,79652.80154431159,19.117335362260807,36.8167022364614,1.1729020464797122,711.3747937866027,913.763534095502,10500.909429345911,20845.240518374347,74.31713792235709,Female,Divorced,1,Finance,West,0,Truck,Slow,1,10.159243247134649
96,17,63385.66839782836,15.77270714039362,49.67678958994651,0.6983402316664269,731.7983875355869,2254.455256078912,18548.59845219666,12318.608607582368,72.36576364880496,Other,Widowed,1,Other,South,1,None,HighSpeed,1,10.216895951357246
97,38,66572.7038063218,18.01144185172364,48.25034798435311,1.1378596725190913,658.8961994086036,2340.596269614973,35162.5960253047,16666.378953118387,71.97730607917474,Female,Divorced,0,Finance,East,1,Motorcycle,Moderate,1,10.551593377389604
98,38,25035.98630935785,12.784428300879531,45.501265818071325,7.328011245991459,639.0357766738903,3000.84516773864,72935.82781355726,25599.501697623764,80.30867162067149,Female,Single,1,Retail,West,0,Car,Slow,0,8.13176145125701
99,35,83326.55349404963,11.338723701951809,41.22289651881936,2.771325162598201,671.5275112753944,1520.6451002708673,1332.7032516670151,3058.133485881557,65.64168770209434,Female,Married,1,Healthcare,West,0,Motorcycle,Slow,1,8.340243212591263
100,32,71929.76951795985,18.45366897407509,45.4791437117708,4.166829443337638,693.7989306305002,1435.7992454315734,26747.40820589765,4873.5555855691055,64.2410617127574,Other,Widowed,0,Tech,West,1,Truck,None,0,9.980018326522304
101,18,84960.20219719305,17.12922857829255,37.75864459207591,0.1061649495164863,646.7889996591325,2815.673844343534,9386.715720588403,-4354.299597138062,63.768049491246224,Female,Married,0,Healthcare,West,0,Car,None,1,10.83854951337354
102,29,7074.892436126218,13.293845336927468,47.13333395412428,0.1751901684096702,699.5077595674809,3204.711049858945,11918.145431349338,9508.410582362236,95.45654547677154,Other,Widowed,1,Other,North,0,None,Moderate,1,6.8214980469664255
103,30,106767.49409561456,13.391010756175916,51.896885365943525,2.951378748969702,615.574740596575,1400.1933542174818,9196.819684898152,28304.32344378816,80.3034290167058,Female,Married,0,Other,West,1,Car,HighSpeed,0,11.012842803639442
104,25,62208.207436896526,19.376304353244308,48.42366335987512,8.481934907777898,643.9976288765064,3257.0598604098186,3115.1754829912243,13794.128115265305,78.04492201680145,Other,Married,0,Healthcare,West,1,Truck,Slow,1,11.017811089150694
105,33,87163.65633475033,12.431764321398015,37.62238518115554,10.824512585782784,733.5455624138438,2526.279289040775,19380.62957323008,1598.7510434521428,64.42485329706568,Female,Married,1,Healthcare,West,0,Car,None,1,8.334807935526577
106,39,44201.88145748938,20.92801885976789,44.168503903638616,0.4534902818547664,730.1895260138947,3264.263737352252,-2117.5403057235344,10143.21255424953,81.23342300674828,Male,Single,0,Retail,North,1,Truck,None,1,11.406188240715563
107,57,77255.4781012514,13.298137796056396,34.24115073744812,3.864883160965252,680.4061617306567,2450.8457469376685,34202.11349767806,121.3829650937696,73.83428653546672,Male,Divorced,1,Finance,South,0,Car,HighSpeed,1,7.621638140961026
108,37,43931.68873652688,17.915175776825148,45.43434186705405,12.22245361819772,649.1117845461523,734.4054577584347,20825.04404050062,3748.1389826883824,77.1416894113175,Male,Single,1,Tech,North,0,Motorcycle,None,1,7.201106705222831
109,38,52524.6207860839,15.014144572753048,44.70362047717524,2.4548923925152417,648.6298224236995,2393.6228323787727,26336.5245935216,18888.18910263713,65.23379684136444,Female,Married,1,Healthcare,West,1,None,Moderate,1,8.816730223356796
110,34,103280.62707733572,17.80956229324703,30.78110196280701,8.847030824508789,681.3365877029343,3242.100673069889,13007.170820806656,3261.266736939712,76.60268857417577,Other,Widowed,0,Tech,South,0,Truck,HighSpeed,1,7.646164416902502
111,11,61186.35198473307,14.367657993657422,35.02929693652582,0.7175949691092814,732.2259245822646,1874.3777866414,14491.940986823774,26126.34305203302,70.76166461793517,Female,Married,0,Healthcare,West,1,Motorcycle,Slow,0,7.2449005135244064
112,34,69348.65746359446,15.511621281783118,40.3011666195374,13.69727786285637,746.4122845672163,2228.4245217647835,24313.45857750992,14288.79709169664,67.34388842969813,Female,Divorced,1,Finance,South,1,Truck,Moderate,1,7.020968277378206
113,35,82401.35461377508,16.122757526187165,40.19484151715504,6.960019498419614,675.1734132259015,2376.7065475143154,2539.2405139126167,15855.947039445256,82.34106335807249,Female,Single,1,Tech,West,0,Car,Slow,1,8.460848019104109
114,64,74913.63775945209,12.99343763265558,34.743138387487164,14.179508158214002,642.3253787007608,470.3402840920628,14630.143483799962,12216.27032392106,59.62292191469997,Female,Divorced,0,Education,West,1,Truck,Slow,1,6.540778711410243
115,32,68008.37810287153,18.22247303626038,44.3338723761131,5.644593109592982,713.3921818933167,3669.943302806233,7105.797291823188,22728.478385437236,80.6477626431415,Other,Widowed,1,Finance,South,0,Truck,None,1,7.349331682812727
116,38,72299.2200493245,14.460359300585244,43.508841653643074,2.258099703576552,658.8232514687076,1869.0370240719776,6641.467841134785,22831.598877770102,81.84486133552996,Female,Divorced,0,Tech,South,1,None,Moderate,1,9.637779217353948
117,34,113068.31170476553,15.314200253979944,40.834385208128886,13.917736546059396,674.0873680569399,2854.014802730959,-11647.573609384624,18350.543519121715,66.2035632444876,Male,Single,0,Healthcare,West,0,Motorcycle,Moderate,1,11.13244829058127
118,20,63847.62405932829,13.016951876174463,37.46525099904982,1.611828451439742,766.2638045218519,2439.309204696254,40089.8988422,20647.89105907648,66.79671538867532,Male,Widowed,0,Healthcare,North,1,Car,HighSpeed,0,8.484123200762824
119,48,69021.98093429935,8.312999023614069,48.29224275849938,2.018627026807612,741.3557714282884,3380.333339451552,9701.918702693469,12879.103300795745,72.76974318733598,Male,Divorced,0,Finance,North,0,None,Moderate,1,7.638948437893337
120,44,86013.08792015223,15.426916712199493,51.93244267852977,6.033355841550835,707.8987156125726,2784.2392856996566,37450.64082745325,20422.030069090484,77.8203621046222,Female,Single,0,Finance,North,0,Truck,HighSpeed,1,9.983755576951378
121,44,87110.51865915967,23.237846264838748,39.098631096920776,7.247583134383784,636.4040499443638,2335.5530099353177,36031.88482091438,11621.222245261932,73.47145008185774,Other,Single,0,Healthcare,North,1,None,Moderate,0,10.242617431056797
