PersonID,InsuranceType,LoanStatus,MembershipLevel,LastPurchaseAmount,PreferredContactMethod,NewsletterSubscribed,LoyaltyPoints
605,Premium,Pending,Gold,272.19753780014264,Phone,0,2488
693,Premium,Denied,Bronze,217.15606671773128,Phone,0,1876
663,Basic,Pending,Platinum,258.74437404491977,Email,1,2462
867,None,Approved,Gold,148.05349504636848,Phone,0,1630
71,None,Approved,Platinum,206.6497972525344,Email,1,287
544,None,Approved,Bronze,162.6317274567379,Phone,1,4282
108,Premium,Denied,Gold,141.29696209717088,Mail,0,1907
494,Premium,Approved,Bronze,202.88507131757018,SMS,0,1161
591,None,Pending,Platinum,227.80243009264595,Phone,1,129
742,None,Denied,Platinum,293.08070143639895,Mail,1,2363
293,None,Pending,Bronze,221.21244218391098,Phone,0,143
290,Premium,Approved,Gold,251.3544427969241,Phone,0,15
653,None,Approved,Bronze,252.26265385996302,Phone,0,244
40,None,Approved,Platinum,415.00274925575684,Mail,1,926
590,Basic,Denied,Bronze,55.197407738193675,SMS,1,3178
308,Basic,Pending,Platinum,144.96529065302576,Mail,0,2176
680,Premium,Denied,Bronze,317.92448419904645,SMS,1,886
67,None,Denied,Gold,171.83895401172208,Phone,1,340
276,None,Approved,Gold,270.86425100813756,Email,0,2051
68,Basic,Denied,Bronze,218.40076190102693,Phone,0,3398
319,Premium,Denied,Bronze,368.4161920966409,SMS,1,3950
549,Basic,Approved,Gold,110.95564583490304,Mail,1,305
999,Basic,Denied,Platinum,297.74404420150506,Phone,0,907
715,Basic,Approved,Gold,339.9665044217999,Mail,0,2654
754,Basic,Approved,Platinum,118.84648982656003,Mail,0,3792
328,None,Approved,Bronze,262.6296194865077,Mail,0,4042
383,None,Approved,Bronze,122.76016113367555,Phone,0,1371
452,Basic,Denied,Platinum,202.41292580280998,Mail,1,320
523,Premium,Approved,Bronze,179.4729655854261,Mail,1,4654
219,Premium,Approved,Platinum,7.779685208025029,Phone,1,4059
788,Premium,Denied,Silver,233.9387407769519,Mail,1,1131
437,Premium,Denied,Gold,211.46713340849848,Phone,0,2578
765,Basic,Pending,Silver,318.32631787246083,SMS,0,4042
89,None,Denied,Platinum,248.8914923719634,SMS,0,3367
64,Premium,Denied,Gold,383.270713926301,SMS,1,817
827,Basic,Pending,Platinum,208.5633905662971,Mail,1,11
717,Premium,Denied,Gold,191.5575958398154,Email,1,194
352,Premium,Denied,Gold,185.25146794263233,Email,0,2537
937,Basic,Denied,Gold,164.8329031174581,Mail,1,2842
257,None,Denied,Gold,23.379926689394495,Email,0,2229
636,None,Pending,Platinum,182.3844298393634,Phone,0,3009
645,Basic,Denied,Gold,34.57162188512061,Email,0,4751
555,None,Denied,Gold,236.1626675668615,Mail,0,2077
960,Basic,Pending,Silver,100.79517660235325,Mail,0,3867
169,Basic,Approved,Bronze,128.45339015292643,Phone,0,4873
918,Basic,Pending,Bronze,146.44718441339586,SMS,1,443
529,None,Approved,Silver,183.60519697494038,Mail,0,297
824,Basic,Pending,Silver,200.54946039512296,Phone,0,4903
986,Premium,Pending,Platinum,286.7583666458456,Email,1,844
817,None,Denied,Platinum,153.7975925193957,Email,0,1015
87,None,Approved,Platinum,238.41169089778958,Phone,1,1384
433,None,Denied,Silver,418.4693786578854,Phone,1,1397
185,None,Approved,Silver,230.1880562210584,Mail,1,553
979,Premium,Pending,Gold,185.5608168854693,Email,0,2350
535,None,Pending,Platinum,137.66786784573623,Phone,0,4516
295,None,Approved,Platinum,184.45347636637374,Email,1,1269
893,Basic,Denied,Platinum,129.10237251124755,Phone,0,1260
426,None,Denied,Bronze,221.4929141347018,Email,0,184
714,Premium,Denied,Gold,208.28353109115145,SMS,1,4563
261,Premium,Denied,Platinum,27.022462326576544,Mail,1,2410
238,Premium,Pending,Platinum,198.5153595387146,Email,0,4431
560,Premium,Pending,Platinum,286.09170501120104,SMS,1,2209
584,None,Pending,Bronze,168.07105182378,Email,1,3672
446,None,Pending,Bronze,147.76825820707504,Email,1,4683
868,Premium,Pending,Silver,89.7839381506518,SMS,0,1881
801,Premium,Denied,Gold,51.360636670047654,Email,0,4296
600,None,Denied,Silver,266.50794136506033,Email,0,521
850,Premium,Denied,Gold,185.4817336336643,Mail,1,1887
266,Basic,Denied,Bronze,261.76172496027385,SMS,0,2552
996,Premium,Pending,Platinum,322.5058995663575,SMS,1,3809
530,Premium,Pending,Silver,273.6998147928276,Phone,0,4883
56,Basic,Pending,Platinum,156.61021428489633,Email,0,4155
121,Basic,Approved,Silver,211.58941317260442,Mail,1,4673
216,None,Denied,Bronze,150.81817078744655,Email,0,4416
26,None,Denied,Bronze,143.33692299186694,Email,1,3479
73,Basic,Pending,Bronze,227.4252129922099,Phone,0,1409
45,Basic,Denied,Silver,133.41648935054621,Email,0,1694
248,None,Denied,Gold,23.267870472903923,Mail,1,4664
722,Premium,Pending,Silver,128.9481683418099,Mail,1,526
282,Basic,Approved,Gold,175.44950810501018,Phone,1,2660
894,None,Approved,Silver,321.71187982655374,Email,0,2172
915,Premium,Approved,Silver,160.72500401029077,Mail,0,4966
811,Basic,Pending,Bronze,240.953927282342,Email,0,279
245,Premium,Denied,Platinum,186.53534128303446,Email,1,2964
823,None,Pending,Platinum,298.1124115096307,Email,1,3977
322,Basic,Pending,Gold,292.5677108371167,Phone,1,2669
644,Premium,Denied,Platinum,294.0940084191936,Email,0,2893
159,Basic,Approved,Silver,61.2813176466118,Mail,0,1751
978,Premium,Approved,Silver,216.53792377959954,Email,1,3981
430,None,Pending,Bronze,260.71508800975585,Mail,0,4769
942,None,Approved,Bronze,230.52308500714648,Email,1,2361
463,Basic,Pending,Platinum,250.92770606574635,Mail,0,4427
310,Premium,Pending,Gold,204.6680803428382,Mail,0,4131
698,Basic,Denied,Platinum,140.41726346187784,Email,1,1708
61,Basic,Denied,Platinum,64.23220920109986,Email,0,2686
885,Premium,Denied,Platinum,148.35444570812197,Mail,0,2895
596,Premium,Pending,Platinum,414.2487898910714,SMS,1,4535
768,Premium,Denied,Silver,161.14790591274624,Phone,1,2776
650,None,Approved,Gold,43.2487819127405,SMS,0,1119
651,Basic,Approved,Silver,258.6119488583266,SMS,1,2988
866,Basic,Pending,Gold,268.4368006946116,Email,0,4259
669,None,Pending,Bronze,302.98595121217124,Phone,1,4243
299,Premium,Denied,Platinum,237.67828029654243,SMS,0,194
690,None,Pending,Silver,267.6481211573561,Email,0,662
315,None,Pending,Gold,347.2173707873593,SMS,1,479
311,None,Approved,Bronze,140.36212063503078,SMS,0,4218
362,Basic,Approved,Bronze,124.4919435661026,Email,0,1423
480,None,Denied,Platinum,112.43307683576569,Email,1,2708
111,Basic,Pending,Gold,178.73843308048134,Email,1,3175
990,Basic,Pending,Silver,314.67379358601346,Phone,0,3814
487,Basic,Approved,Platinum,242.2454694196988,SMS,1,2014
364,Premium,Pending,Silver,239.09535621673746,Email,1,3789
255,Basic,Approved,Bronze,54.45536570682211,Mail,0,4805
260,Basic,Denied,Silver,144.54505382108647,SMS,0,2443
803,Premium,Approved,Silver,53.147389371037036,Mail,1,911
678,Basic,Pending,Platinum,293.6996631457235,Phone,1,3213
495,None,Denied,Silver,326.8517194308586,Email,1,2364
671,None,Approved,Platinum,262.36533817923055,Mail,0,3629
378,Basic,Approved,Bronze,121.0571163408364,Phone,0,3472
527,Premium,Denied,Platinum,318.56179948926325,Email,0,680
846,None,Denied,Platinum,179.7396071979832,Mail,0,4651
138,Premium,Approved,Gold,102.84325753978707,Mail,0,609
356,Premium,Pending,Silver,122.84765963106462,Phone,0,2156
366,None,Approved,Bronze,165.58746915265306,Email,0,3866
943,Premium,Denied,Platinum,203.96628163877654,Email,1,371
750,None,Approved,Bronze,187.0924630678565,Mail,1,615
949,Premium,Denied,Gold,86.98652654631783,Mail,0,2253
830,None,Denied,Silver,297.0653127348513,Mail,0,4942
657,Basic,Pending,Platinum,187.95152644505254,Email,0,4138
200,None,Denied,Silver,142.89969149834792,Phone,1,864
214,None,Denied,Gold,288.8241889586211,Phone,0,1268
409,None,Pending,Gold,105.3275049386775,Email,1,784
333,None,Denied,Bronze,69.68878531403882,SMS,1,4571
209,Premium,Pending,Platinum,301.7989957278991,Phone,1,4178
614,Basic,Pending,Bronze,351.3110279640271,Mail,1,2237
79,None,Denied,Gold,163.03231850788814,SMS,1,4054
30,Premium,Denied,Silver,196.3223993666284,SMS,0,4895
536,Basic,Approved,Bronze,108.26682283832773,Phone,0,935
696,Basic,Pending,Bronze,200.43940401947145,SMS,1,3980
558,Basic,Approved,Silver,161.94357890150425,SMS,0,2338
837,Basic,Denied,Bronze,191.82972479720004,Phone,1,325
597,None,Approved,Silver,232.7406710077794,Phone,1,1534
166,None,Pending,Platinum,112.14836175753227,SMS,0,3480
919,Premium,Approved,Silver,171.0550928613946,Mail,0,3861
496,Premium,Pending,Platinum,55.69748625774574,Email,0,1985
825,Premium,Denied,Silver,171.60101727093695,SMS,0,4932
66,Basic,Denied,Gold,192.52527432664004,SMS,0,4603
142,Basic,Pending,Gold,218.31859400488625,Mail,1,2778
926,None,Denied,Platinum,219.1661232290567,SMS,0,1270
828,Basic,Denied,Platinum,272.31382005894847,SMS,0,640
656,Basic,Denied,Gold,76.82667845813441,Email,0,4703
332,Basic,Denied,Platinum,81.09783760397649,Email,1,4078
665,Premium,Pending,Silver,242.31663491140162,Email,0,4661
250,Premium,Approved,Silver,36.883097839566716,Phone,1,1367
908,None,Approved,Gold,214.66401696839944,Phone,0,4042
709,Basic,Denied,Bronze,105.5765648328085,Email,0,2575
306,Basic,Approved,Silver,325.8251712733745,Email,1,3603
735,None,Approved,Platinum,220.0361926182222,Phone,0,1581
976,Basic,Denied,Bronze,182.46751842295507,Mail,0,1986
50,Basic,Denied,Bronze,298.2176701711343,SMS,1,2240
897,Premium,Approved,Silver,114.92783947432393,SMS,0,3966
3,None,Pending,Silver,130.12722927297534,Email,1,2105
545,None,Denied,Bronze,99.08361330759128,Mail,1,128
351,None,Pending,Bronze,130.79686189208056,Phone,1,4801
905,None,Approved,Gold,204.88924874939102,Email,1,3996
537,Premium,Denied,Platinum,239.51614975949764,Mail,1,851
345,Premium,Pending,Gold,276.91373482940344,Mail,0,4103
995,Basic,Denied,Silver,54.02207624794087,Mail,0,2076
482,Basic,Approved,Gold,186.25096108293667,Phone,0,2994
576,Basic,Pending,Gold,111.34683750473586,Phone,1,3744
34,Basic,Approved,Gold,183.57703268095193,SMS,1,2756
32,Premium,Approved,Gold,386.7330864101632,SMS,1,1644
232,None,Denied,Platinum,223.3489409600012,Mail,1,4371
964,Premium,Pending,Platinum,271.9571976918597,Mail,0,3144
193,Basic,Approved,Bronze,356.85530177288376,Phone,0,242
334,Premium,Approved,Silver,290.1886594539807,SMS,1,4085
4,None,Pending,Gold,164.16684162504123,Mail,1,170
205,None,Approved,Bronze,97.93343307440495,SMS,0,652
515,Premium,Approved,Bronze,197.5884584383319,SMS,1,3512
800,Premium,Pending,Bronze,154.58353726250516,Mail,1,1499
307,Premium,Pending,Platinum,78.03829707046606,Phone,1,2099
110,Basic,Pending,Gold,219.27399978315748,Mail,0,2158
431,Premium,Pending,Gold,221.27090384474664,Mail,0,1972
78,Premium,Denied,Silver,341.52933602106293,SMS,1,3925
85,Premium,Pending,Gold,171.0589544930549,Mail,0,2258
287,None,Denied,Gold,222.40971111755593,Phone,1,4039
83,None,Denied,Bronze,146.76116682478278,Mail,1,2035
992,Basic,Denied,Silver,269.85355445547725,Phone,0,3271
790,Basic,Approved,Gold,190.03057630478963,Phone,1,857
895,None,Denied,Platinum,106.19267129178058,SMS,1,3823
399,None,Denied,Gold,198.92225426678738,Email,0,1049
324,None,Approved,Bronze,231.2418318052001,Email,1,3990
520,Premium,Approved,Platinum,220.42187099308504,SMS,1,298
917,Premium,Approved,Bronze,283.67173723966954,Mail,1,923
923,None,Pending,Gold,84.15549023674484,SMS,0,4232
6,Premium,Approved,Platinum,132.58059279880467,Phone,1,4306
732,Premium,Approved,Silver,251.18298654364298,Email,0,2799
466,Basic,Denied,Silver,141.9784817631143,SMS,1,4875
98,None,Approved,Platinum,219.23769994641654,Mail,1,4062
267,None,Pending,Platinum,6.420380207058997,SMS,1,4045
358,Premium,Approved,Bronze,417.27572578503055,Email,1,1802
869,None,Pending,Platinum,178.42251747541312,SMS,0,2713
799,Basic,Approved,Bronze,295.5165007990622,SMS,0,4506
381,Basic,Approved,Gold,173.0481739533207,Email,1,2853
632,Basic,Approved,Bronze,233.17588229847095,Phone,1,2657
382,None,Approved,Platinum,319.35357170762177,Phone,1,4522
491,None,Pending,Platinum,293.2644815366708,Email,1,3346
119,None,Pending,Gold,183.64360162518204,SMS,1,1471
901,None,Denied,Platinum,189.1796539685046,Email,1,2949
251,None,Pending,Platinum,280.28532481466283,Phone,1,941
524,Basic,Approved,Silver,386.6595523428241,Mail,1,1907
10,Premium,Denied,Silver,215.3826139519233,SMS,0,4837
197,Basic,Denied,Gold,356.56509124333127,Phone,0,1243
604,None,Denied,Bronze,180.6868471663835,SMS,0,4423
82,Basic,Approved,Silver,276.1568290807842,Email,1,1466
784,None,Pending,Bronze,288.0924609797829,Mail,1,3957
588,None,Approved,Platinum,167.20315969177813,Email,1,1966
798,Basic,Denied,Silver,140.23375365586867,Mail,0,375
240,None,Approved,Gold,291.6311350837882,SMS,1,262
291,Premium,Approved,Gold,157.47544502055547,SMS,0,4362
212,None,Pending,Gold,128.45200698596778,Email,1,3388
718,Premium,Pending,Silver,145.28323985607224,Mail,0,3395
360,Premium,Denied,Bronze,157.15093292596706,Mail,0,1944
450,None,Approved,Platinum,268.5293683700542,SMS,0,1893
228,Basic,Approved,Bronze,241.20341386209503,Email,1,3634
951,Premium,Pending,Bronze,257.2526595806313,Mail,0,1652
947,Basic,Approved,Platinum,233.7103848878466,SMS,1,4141
797,Premium,Approved,Platinum,152.4927870202689,Phone,1,3892
502,None,Approved,Silver,255.7682284726618,Email,1,599
465,None,Pending,Silver,294.5963061284243,Phone,1,4815
363,Premium,Denied,Silver,246.7602572895447,Email,1,1912
469,None,Denied,Silver,235.97247253006805,SMS,0,1292
936,Premium,Approved,Silver,138.63563947434588,Mail,1,600
429,None,Denied,Platinum,216.94536631795825,Mail,1,380
8,Basic,Pending,Bronze,134.38069364410387,Mail,1,4213
156,None,Pending,Silver,198.0777713535517,Email,1,3637
542,Basic,Denied,Silver,68.77866886197472,SMS,1,2163
441,None,Denied,Bronze,69.39532776063254,Phone,0,4355
483,Basic,Approved,Silver,184.7161848042376,SMS,0,1098
423,None,Denied,Bronze,156.1248262538408,Phone,1,365
779,Basic,Approved,Bronze,208.54297547793388,Email,0,2570
950,Premium,Approved,Platinum,189.2185136707905,Email,0,3419
335,Premium,Pending,Gold,202.41526297681241,Phone,1,2476
577,Basic,Pending,Platinum,248.68859538853923,Phone,0,790
935,None,Pending,Gold,162.93848354713342,Phone,1,3569
568,Basic,Pending,Gold,182.44449506841096,SMS,0,746
595,None,Denied,Gold,316.4016978210531,Phone,0,312
531,Premium,Pending,Silver,200.24673014600216,Email,0,4633
582,None,Denied,Platinum,185.6631620299689,Email,1,920
708,Premium,Pending,Gold,206.60101594585515,Mail,0,1077
449,None,Denied,Bronze,187.09085015923756,Phone,0,2829
454,None,Approved,Silver,143.23421656374202,SMS,1,2381
229,None,Denied,Platinum,120.15761302562237,SMS,1,3618
353,Basic,Denied,Gold,138.92549278799962,SMS,0,797
729,Basic,Pending,Bronze,269.83353494166295,Mail,1,4443
213,Premium,Denied,Platinum,149.607579622527,Email,0,272
80,Premium,Approved,Platinum,187.60603185309787,SMS,0,3010
149,Basic,Approved,Silver,256.0589028106318,Email,1,4815
303,Premium,Pending,Platinum,177.72870633512173,Mail,1,1773
629,Basic,Approved,Silver,250.6689051874922,Phone,1,2547
778,None,Denied,Gold,76.73655660553065,Phone,0,3164
507,Premium,Approved,Silver,189.39866563664827,Phone,1,4780
343,Premium,Pending,Bronze,206.3116877278807,SMS,0,4717
486,Basic,Denied,Silver,201.85109784785342,Phone,1,946
712,Premium,Pending,Bronze,67.76650417288928,SMS,0,2665
134,Premium,Denied,Silver,296.24901171446436,Mail,1,506
704,None,Approved,Platinum,131.62616440228666,Mail,0,243
312,Premium,Pending,Gold,226.8029700209974,SMS,1,505
723,None,Pending,Bronze,200.63714261178643,Email,0,4517
630,Basic,Denied,Silver,280.2967619048542,Phone,1,3158
1,Premium,Pending,Silver,374.9991063499365,Phone,1,3590
317,None,Denied,Silver,96.77084123657312,Phone,0,1872
707,Basic,Denied,Platinum,148.0868894982001,SMS,1,3793
548,Premium,Denied,Platinum,215.12739950712415,Mail,0,1192
873,Basic,Denied,Bronze,111.57173459577666,Phone,0,4425
533,Premium,Approved,Bronze,262.5746086364608,Mail,1,4745
478,Basic,Denied,Platinum,267.4698097725647,Phone,0,1464
405,Basic,Pending,Bronze,244.75592607960297,Phone,1,390
173,None,Approved,Gold,218.9265400700958,SMS,1,4476
126,Basic,Pending,Gold,309.5767022375825,Email,0,3377
395,Premium,Approved,Platinum,107.54996146649104,SMS,1,4837
421,Premium,Denied,Bronze,205.22145562740428,Phone,0,4915
553,None,Approved,Silver,140.89577050158226,Phone,0,672
904,Premium,Approved,Gold,271.1933066052135,Email,1,2560
91,Premium,Pending,Platinum,53.33270683948538,Mail,1,1211
940,Premium,Pending,Bronze,197.7532907525616,Mail,0,929
182,Basic,Denied,Platinum,226.81909496559587,Phone,0,1539
275,Basic,Approved,Silver,124.20062920209804,Mail,1,912
896,Premium,Approved,Gold,149.90479742227467,Phone,1,643
70,None,Approved,Platinum,201.23031850976847,Email,1,4522
292,Basic,Denied,Platinum,276.4077103553181,Email,1,501
132,None,Denied,Platinum,117.3704617130357,Phone,0,729
301,Premium,Denied,Silver,131.3240047700251,Email,1,1283
425,Premium,Denied,Platinum,290.0470216832275,SMS,0,2118
327,Basic,Denied,Silver,178.1619680064132,SMS,0,4552
145,Premium,Pending,Silver,137.7968768124018,Email,1,4386
424,Basic,Approved,Silver,258.29478377735325,Phone,0,3836
581,Premium,Approved,Gold,160.94424022142024,Phone,1,919
136,Premium,Approved,Gold,282.1937228271019,Email,0,4050
451,Basic,Approved,Platinum,146.90236984162303,Mail,1,2339
165,Basic,Approved,Platinum,187.23243505400032,SMS,0,755
29,Basic,Approved,Gold,275.5977332310985,Mail,0,1869
774,Premium,Approved,Bronze,181.8991303060999,Phone,1,4472
194,Premium,Approved,Gold,260.48426576629174,Phone,1,507
389,None,Pending,Silver,194.7561914575196,Mail,0,1436
853,Basic,Approved,Gold,358.5353445120023,Email,0,2575
170,Premium,Pending,Silver,325.5022883282279,Mail,1,3426
706,Premium,Denied,Platinum,93.75229900530016,Mail,0,558
141,Basic,Approved,Bronze,241.77949449984078,SMS,1,3102
174,None,Denied,Platinum,134.68768111191667,SMS,0,4516
7,Basic,Denied,Silver,215.32055510341846,Mail,1,3622
746,None,Denied,Silver,205.46965034482088,Mail,0,4399
479,Premium,Pending,Silver,115.569038632601,Phone,1,4057
74,None,Denied,Bronze,284.678763482426,SMS,1,3715
911,Premium,Denied,Gold,216.264235485526,SMS,0,1301
814,Basic,Denied,Platinum,177.22535714619332,Phone,1,2155
239,Basic,Approved,Platinum,164.95121406051243,Email,0,692
146,Basic,Approved,Gold,211.18215758129884,SMS,1,4350
793,None,Pending,Platinum,232.63400140114283,SMS,1,1478
235,Premium,Pending,Bronze,190.0019370913387,Email,1,256
221,Basic,Approved,Platinum,-26.601565662096675,SMS,0,2430
924,Basic,Pending,Silver,201.3512572993987,SMS,1,441
501,Premium,Approved,Gold,84.6814350712178,Email,0,1881
133,Basic,Denied,Bronze,183.24379474807395,Email,1,2646
991,Premium,Denied,Gold,87.63485943442866,Mail,0,3820
775,Premium,Pending,Bronze,86.6801891936426,Phone,0,4677
186,Premium,Approved,Silver,298.80974575588226,Phone,0,1735
42,Premium,Approved,Gold,174.39264152444878,Email,1,3735
697,Premium,Pending,Platinum,168.26702721424658,Email,0,2645
109,None,Approved,Bronze,238.6019239062873,SMS,1,18
589,Basic,Denied,Gold,170.35275815420385,Mail,0,1124
57,None,Pending,Platinum,368.30448737019276,Mail,0,3985
406,Basic,Pending,Gold,178.15841914191844,Email,0,2654
443,None,Approved,Gold,229.21003295864085,SMS,0,2080
758,Premium,Pending,Gold,277.67530651014886,SMS,1,1547
998,Basic,Approved,Bronze,328.1802580485528,Phone,0,861
25,Basic,Approved,Platinum,140.6395091473888,Phone,0,154
468,None,Approved,Silver,166.56291969290842,SMS,1,3494
540,None,Approved,Bronze,301.9673500234812,Phone,0,904
532,Basic,Approved,Bronze,264.8049843242153,Email,0,1269
619,None,Pending,Bronze,286.0140748534767,SMS,0,404
695,None,Denied,Silver,90.50363651522653,Phone,0,843
927,None,Denied,Platinum,323.8399803139215,Mail,1,1782
339,Premium,Pending,Platinum,139.0873965372156,SMS,1,1564
52,Premium,Pending,Platinum,215.38343825135166,SMS,0,1184
508,None,Denied,Gold,188.14216979265836,Mail,1,746
517,None,Denied,Gold,129.7213730761544,Email,1,1725
921,Premium,Denied,Gold,86.99713892631976,Mail,0,3188
782,Premium,Denied,Silver,60.492150669368186,SMS,1,270
265,Basic,Denied,Gold,209.52147248431797,Email,0,4865
818,Basic,Approved,Silver,77.97447278132354,Phone,1,3956
711,Premium,Pending,Platinum,109.29475239304935,Phone,1,171
683,None,Approved,Gold,182.5571297441424,Phone,1,273
833,None,Denied,Gold,-11.104680020791989,SMS,0,2306
519,None,Denied,Bronze,262.3183769635201,Mail,1,1158
448,None,Denied,Silver,7.208946631455376,Email,0,1706
19,Basic,Approved,Platinum,193.81020869337817,Phone,0,1771
716,Premium,Approved,Bronze,201.20153812754316,Email,1,421
484,None,Denied,Bronze,243.04493761454472,SMS,0,1209
569,Basic,Approved,Platinum,196.6655358088085,Phone,1,4675
434,None,Approved,Bronze,361.43263710665906,SMS,0,890
368,Premium,Denied,Silver,217.30535052548007,Mail,0,4817
84,Basic,Approved,Silver,284.2889919394928,SMS,1,3267
62,Premium,Pending,Gold,142.12297529037698,SMS,1,4976
639,Premium,Pending,Bronze,209.6605444951574,Mail,1,1473
273,Basic,Pending,Gold,323.8056076023141,Email,1,3243
286,Basic,Pending,Bronze,180.98439002482874,Mail,0,4478
361,Basic,Denied,Silver,215.37878113561848,Mail,0,2181
355,Basic,Denied,Silver,278.468275930998,SMS,0,1449
457,Basic,Denied,Silver,140.62163838466924,Email,1,3096
279,Basic,Pending,Bronze,27.075173334464523,Phone,0,3256
13,Basic,Pending,Silver,220.4458922969895,Mail,1,3156
183,None,Approved,Bronze,279.0935335486402,Email,0,1590
369,Premium,Approved,Gold,91.8843388086423,Mail,1,4239
882,Basic,Pending,Bronze,253.6175917821871,Mail,0,3981
616,None,Pending,Gold,254.157310987163,Mail,0,1435
224,None,Pending,Bronze,18.12029927077566,Mail,1,223
573,None,Pending,Gold,125.09690940745821,SMS,0,219
971,Premium,Approved,Silver,168.33369754146702,Email,1,4274
654,Basic,Pending,Gold,185.63007998118104,Email,0,1654
546,None,Approved,Silver,140.5492588185613,Email,0,4528
583,Premium,Pending,Silver,136.23977571342544,Mail,1,264
634,Premium,Pending,Gold,333.7186312945674,SMS,1,953
177,Premium,Pending,Bronze,191.39526945128733,Mail,0,4524
666,None,Approved,Bronze,144.39650718802085,Mail,0,3733
674,Basic,Approved,Platinum,196.706441846996,Email,0,2774
586,None,Denied,Bronze,242.96726664489148,Mail,0,3124
874,None,Pending,Platinum,204.13011013689663,Phone,0,479
394,Basic,Denied,Bronze,183.54179273376215,Mail,0,3514
164,Basic,Denied,Bronze,147.99866650636375,Phone,1,1353
249,Basic,Approved,Silver,147.02953236259208,Mail,1,3322
635,Premium,Approved,Platinum,152.17532908117124,SMS,1,3878
