lat,lon
52.5734906,-1.5502944
52.58334,-1.64452
52.5770966,-1.5463395
52.5586401,-1.6497165999999999
54.1093011,-6.0439683
52.5327701,0.9738597
52.5082189,1.0040722
52.4817707,1.0383555
54.4288662,-7.1315206
54.4172463,-6.9789672
50.3146333,-3.8359963
57.1925247,-3.8285339
51.2870627,-2.8167117
51.2668907,-2.9062418
50.76204,-2.96627
50.7760129,-3.0329218
50.7469755,-3.0323903
50.7818349,-2.9999577
51.806616,-0.7843992
51.7876164,-0.7874483
51.8643479,-0.7416343
51.7990623,-0.7192746
51.817356,-0.8113159999999999
51.8260475,-0.8353794999999999
51.7626701,-0.742398
51.8461434,-0.9203775
,"[[1.2013494, 51.225922], [1.2014442, 51.2258247], [1.2015529, 51.2258662], [1.2014581, 51.2259635], [1.2013494, 51.225922]]"
55.4536074,-4.6176847
55.4582836,-4.6282564
55.4444121,-4.6086879
54.2509113,-2.992771
,"[[-2.2783393, 51.5251632], [-2.2784214, 51.5251343], [-2.2783996, 51.5251103], [-2.2784271, 51.5251006], [-2.2783991, 51.5250698], [-2.2783657, 51.5250815], [-2.2782757, 51.5249818], [-2.278211, 51.525022], [-2.2783393, 51.5251632]]"
51.581787,-2.3183333999999998
51.5427785,-2.284759
53.269745,-3.1725517
53.2727704,-3.1777896
53.175418,-1.6857768
53.2246427,-1.7061279
53.2491915,-1.6186266
53.2122813,-1.6742188
,"[[-0.18667879999999998, 51.9907687], [-0.18682549999999998, 51.9908642], [-0.1869273, 51.9908031], [-0.18678019999999998, 51.9907057], [-0.18667879999999998, 51.9907687]]"
,"[[-0.1912871, 51.9819876], [-0.1912576, 51.9818166], [-0.1911289, 51.981825], [-0.1911272, 51.9818251], [-0.19113529999999998, 51.9818718], [-0.1910798, 51.9818754], [-0.1911013, 51.9819997], [-0.1912871, 51.9819876]]"
54.4232679,-7.5933231
57.3185469,-3.3119827
54.4728214,-5.6903122
54.7370541,-6.041283
54.7506306,-5.9949002
54.8987246,-5.8595115
54.4946689,-5.4615395
54.1691273,-6.312065
55.0441097,-7.018613
54.8539937,-6.2753778
,"[[-6.3536609, 54.9533615], [-6.3536797, 54.9532367], [-6.3532586, 54.9532352], [-6.3534061, 54.9533615], [-6.3536609, 54.9533615]]"
54.8698018,-6.2707453
54.8658184,-6.275434
54.8749122,-6.2799391
54.8936331,-6.2039376
55.07283,-6.5142235
55.0652503,-6.5626197
54.4029418,-5.8980644
,"[[-5.8546758, 54.3693972], [-5.8546532, 54.3693692], [-5.8546173999999995, 54.369379], [-5.8546401, 54.369407], [-5.8546758, 54.3693972]]"
54.7172516,-6.0029049
54.778444,-5.7132368
55.1994818,-6.1905311
54.5432626,-5.4842407
51.7265428,-1.5456102
54.3493636,-6.2757404
54.3535991,-6.2679169
52.019478,-1.2321371
51.9813243,-1.3209606
,"[[-1.2768834, 52.0225806], [-1.2769512, 52.0224934], [-1.2768595, 52.0224729], [-1.2768509, 52.0224875], [-1.2767917, 52.0224743], [-1.2767469, 52.0225501], [-1.2768834, 52.0225806]]"
51.9957317,-1.4829746
,"[[-1.3397056, 52.0606229], [-1.3396527, 52.0606365], [-1.339627, 52.0606412], [-1.339633, 52.0606569], [-1.3396398999999999, 52.0606753], [-1.3395715, 52.0606843], [-1.3395896, 52.0607157], [-1.3397419, 52.0606881], [-1.3397136, 52.0606372], [-1.3397056, 52.0606229]]"
57.051496,-2.5037349
57.6652806,-2.5237602
54.6486277,-5.6355994
54.6552121,-5.683396
54.6477072,-5.6492993
54.648385,-5.6989262
54.6587503,-5.7036599
54.6637679,-5.6440844
54.6509868,-5.6746723
,"[[-5.6695366, 54.6592856], [-5.6694994, 54.6592736], [-5.6694577, 54.6592606], [-5.6694212, 54.6592996], [-5.6693206, 54.6592681], [-5.6692354, 54.659359], [-5.6690571, 54.6593031], [-5.6690956, 54.659262], [-5.6689768, 54.6592018], [-5.6688382, 54.6592201], [-5.668736, 54.6592773], [-5.6692477, 54.6595834], [-5.6692859, 54.6595446], [-5.6693044, 54.6595507], [-5.6693899, 54.659464], [-5.6694127, 54.6594405], [-5.6695197, 54.659329], [-5.6695008, 54.6593229], [-5.6695366, 54.6592856]]"
51.3229514,-0.1995371
51.3241809,-0.1705407
51.3272417,-0.2151208
54.2352966,-2.5722314
,"[[0.0199086, 50.924252], [0.019878299999999998, 50.9242151], [0.0200514, 50.9241573], [0.020081699999999997, 50.9241996], [0.0199599, 50.9242369], [0.0199229, 50.9242482], [0.0199086, 50.924252]]"
51.9911247,-1.3694045
51.6874525,-3.2299728
51.7406684,-3.2971325
51.7470478,-3.2806082
51.6895349,-3.2353037
51.2041943,1.1570046999999999
51.538,0.0813
51.5455752,0.09436979999999999
51.5286096,0.10419819999999999
54.5449222,-1.9251688999999998
,"[[-0.20257519999999998, 51.6537675], [-0.20246519999999998, 51.6537684], [-0.20248529999999998, 51.6537276], [-0.2024069, 51.6537102], [-0.202364, 51.6537617], [-0.202368, 51.653795], [-0.20173429999999998, 51.6537941], [-0.20163789999999998, 51.653794], [-0.2016559, 51.6538902], [-0.20187149999999998, 51.6538832], [-0.2019307, 51.6538813], [-0.20226809999999998, 51.653879], [-0.20226809999999998, 51.6538915], [-0.20238209999999998, 51.6538973], [-0.2024907, 51.6538981], [-0.2024907, 51.6539389], [-0.202649, 51.6539389], [-0.2026945, 51.653919], [-0.2026932, 51.6539048], [-0.2028622, 51.6539206], [-0.20290909999999998, 51.653755], [-0.2027321, 51.6537401], [-0.20269589999999998, 51.6538915], [-0.20265829999999999, 51.653889], [-0.2025899, 51.653889], [-0.20257519999999998, 51.6537675]]"
53.5787372,-0.40961749999999997
53.9158154,-2.144923
,"[[-2.1867456, 53.9158793], [-2.1867008, 53.9158492], [-2.1866541, 53.9158266], [-2.1865891, 53.9158374], [-2.1864244, 53.9158745], [-2.1865606, 53.9159679], [-2.1866358, 53.9159344], [-2.1867456, 53.9158793]]"
,"[[-0.39569319999999997, 51.0313355], [-0.3957119, 51.0313175], [-0.3956306, 51.0312841], [-0.39561189999999996, 51.0313021], [-0.39569319999999997, 51.0313355]]"
53.5525573,-1.3487383
53.5829691,-1.548141
53.5338373,-1.3755353
53.5060282,-1.4274759
53.5434624,-1.5652062
53.6073801,-1.3908236
53.5688089,-1.5713228
53.5795432,-1.4798771
,"[[-1.3811649, 53.5756172], [-1.3811871, 53.5755217], [-1.3810476, 53.575509], [-1.3810271, 53.5756071], [-1.3811649, 53.5756172]]"
53.5518924,-1.4825173999999999
53.5012667,-1.494465
53.5122394,-1.3795439
,"[[-1.4686571, 53.531163], [-1.4686133, 53.5311516], [-1.468654, 53.5310962], [-1.4685311, 53.5310643], [-1.4684712, 53.5311459], [-1.4686379, 53.5311891], [-1.4686571, 53.531163]]"
53.5957605,-1.3854499
53.5459592,-1.4422777
53.4973214,-1.4643230999999999
,"[[-1.4834426, 53.5473899], [-1.4833699, 53.5473182], [-1.4832604999999999, 53.5473577], [-1.4833325, 53.5474289], [-1.4834426, 53.5473899]]"
53.5563896,-1.5019912
53.5770386,-1.4181481
53.5409457,-1.4488543
53.5606839,-1.5053166
53.5941927,-1.5116348
53.5639659,-1.4948508
,"[[-1.4531662, 53.5667882], [-1.4531411, 53.5666974], [-1.4530329, 53.5667098], [-1.4530614, 53.5667975], [-1.4531662, 53.5667882]]"
53.5007952,-1.4384989
53.5763243,-1.4629655
53.5982029,-1.4548524999999999
53.5678582,-1.5316296
51.0805412,-4.0609074
51.0769543,-4.0428789
,"[[-3.8697489, 51.1537406], [-3.8696223, 51.1537267], [-3.8696015, 51.1537245], [-3.8695889, 51.1537696], [-3.8697364, 51.1537858], [-3.8697489, 51.1537406]]"
51.123703,-3.935759
51.0526321,-3.9688320999999998
51.07248,-4.07654
51.0735277,-4.0991556
54.1111766,-3.2259149
,"[[-3.2076735, 54.1176548], [-3.2077205, 54.117711], [-3.2078603, 54.1176707], [-3.2078133, 54.1176146], [-3.2076735, 54.1176548]]"
54.1032387,-3.2486512
54.1376393,-3.2326833
54.1373622,-3.2123296
53.6750855,-0.3803221
,"[[-3.2646317, 51.4059236], [-3.2645124, 51.4059422], [-3.2646324, 51.406083], [-3.2647224, 51.4060713], [-3.2646972, 51.4059807], [-3.2646779, 51.4059833], [-3.2646317, 51.4059236]]"
,"[[-3.3542499, 51.388178], [-3.3540449, 51.388207799999996], [-3.3540729, 51.3882831], [-3.354278, 51.3882532], [-3.3542499, 51.388178]]"
,"[[-3.288333, 51.4015935], [-3.2883485, 51.4015567], [-3.2883619, 51.4014747], [-3.2883408, 51.4014708], [-3.2882982, 51.401463], [-3.2882767, 51.4015139], [-3.2882492, 51.4015788], [-3.288333, 51.4015935]]"
50.9144867,-1.5655288
53.68469,-0.43834000000000006
53.6765237,-0.5065046
52.7914407,-2.8531757
51.5729529,0.5100371
51.5636993,0.4633737
51.5707668,0.4588892
51.2773624,-1.0794642
51.2586561,-1.1242318
51.2296008,-1.1422744
51.3819127,-2.3606854
51.3799711,-2.3298145
51.3933145,-2.3214479
53.7144357,-1.6346532
53.708147,-1.6390004
53.732243,-1.6609462
50.9178945,0.48207239999999996
54.1411164,-3.0913509
,"[[-2.7402175, 50.8096656], [-2.7401066, 50.809649], [-2.7400425999999998, 50.8098203], [-2.7401233, 50.8098323], [-2.7401652, 50.8097202], [-2.7401954, 50.8097247], [-2.7402175, 50.8096656]]"
50.8201343,-2.7989284
57.4804734,-4.4668552
52.4485139,1.5748
52.3860497,1.6714041
52.3545827,1.6224939
52.4573037,1.5631215999999999
52.4513076,1.5852880999999999
51.3996631,-0.018511899999999998
51.4029496,-0.036423199999999996
51.4074766,-0.027804199999999998
54.2615097,-1.5297371
54.2891161,-1.5931522
52.1434427,-0.45947449999999995
52.1542784,-0.46512709999999996
52.133164,-0.3756816
52.1379111,-0.470977
,"[[-0.4232412, 52.0270599], [-0.42347189999999996, 52.0270541], [-0.42347049999999997, 52.027011], [-0.4234927, 52.0270102], [-0.4234906, 52.0269567], [-0.42336189999999996, 52.0269594], [-0.42336189999999996, 52.0269538], [-0.4233076, 52.026957], [-0.4233089, 52.0269349], [-0.42323449999999996, 52.0269382], [-0.4232412, 52.0270599]]"
51.9663852,-0.4274264
52.1423758,-0.43390989999999996
,"[[-0.46596709999999997, 52.1333545], [-0.465887, 52.1333664], [-0.4657555, 52.1333917], [-0.4657868, 52.1334642], [-0.4659965, 52.1334304], [-0.46598969999999995, 52.1334119], [-0.46598259999999997, 52.1333912], [-0.46596709999999997, 52.1333545]]"
52.1337501,-0.48513799999999996
51.9815948,-0.4968668
52.1545622,-0.44161069999999997
55.1315008,-1.5990256
55.1385705,-1.5727914
51.5915545,-3.199362
54.6144988,-5.9552671
54.5758015,-5.9177518
54.6150203,-5.965664
54.5898379,-5.8445851
54.633129,-5.9471839
54.6270881,-5.9849417
54.6067555,-5.961805
54.6452755,-5.8165737
54.60332,-5.940085
54.5988594,-5.8973
54.5605218,-6.0199034
54.5443849,-6.011497
54.5914624,-5.9105585
54.5696558,-5.9142669
54.6367812,-5.9237629
54.5834887,-5.9372395
54.584511,-5.899404
54.5942067,-5.9872039
54.6152751,-5.9246543
54.5568901,-5.9027604
54.6096876,-5.9269719
54.6223494,-5.93757
54.5956782,-5.9320687
54.55744,-6.0255792
54.5887763,-5.9618763999999995
54.622338,-5.9562508
54.5775173,-5.8728359
54.5759618,-5.8965963
54.5915695,-5.8984776
54.5776565,-5.8542273
54.5924125,-5.8894366
54.6040839,-5.87466
54.5884097,-5.9483178
54.6048863,-5.8322937
54.5957129,-5.8719516
54.6044607,-5.9124122
54.5313017,-5.8953372
,"[[-5.9274028, 54.6001428], [-5.9273028, 54.6000348], [-5.9272519, 54.600034], [-5.9271204, 54.6000748], [-5.9268082, 54.6001761], [-5.9269087, 54.6002826], [-5.9274028, 54.6001428]]"
,"[[-5.9335375, 54.588809], [-5.9336795, 54.5887878], [-5.9336529, 54.5887283], [-5.9335109, 54.5887496], [-5.9335375, 54.588809]]"
54.5767107,-5.9552468
,"[[-5.9754073, 54.6240755], [-5.9751901, 54.6240234], [-5.9751569, 54.624073], [-5.9753714, 54.624125], [-5.9754073, 54.6240755]]"
,"[[-5.9378817, 54.6160029], [-5.9380201999999995, 54.6159754], [-5.9379669, 54.6158855], [-5.9378284, 54.615913], [-5.9378367, 54.615927], [-5.9378817, 54.6160029]]"
54.5159969,-5.8880871
54.5479273,-5.9414662
54.6040265,-5.8811626
54.589964,-5.9919369
54.5726759,-5.992991
54.5643113,-5.9795188
54.5770573,-5.9416686
54.5808302,-5.9782366
54.5758766,-6.0059445
54.5830701,-5.9857471
54.5680201,-6.0091925
55.5980825,-1.8297085
54.8083281,-6.518898
55.1408554,-6.9442375
54.4799698,-8.0920472
,"[[-6.4869229, 54.1848331], [-6.4870302, 54.1847857], [-6.4869826999999995, 54.1847489], [-6.4870574, 54.1847159], [-6.4870106, 54.1846796], [-6.4870391, 54.184667], [-6.4869691, 54.1846127], [-6.4867585, 54.1847057], [-6.4869229, 54.1848331]]"
53.0085982,-1.4301814
53.0225863,-1.4814612999999999
53.0657909,-1.4602884999999999
52.9866058,-1.4880119
50.6867729,-1.0805734
51.6231425,-1.1089492
51.1898041,-0.8773352
51.663494,-1.1775106
51.7140674,-2.4718754
51.8134404,-0.5622775
55.6716905,-1.800147
54.1953832,-6.396204
54.1885712,-6.3687837
51.2402282,-0.2709381
53.8419732,-0.4297797
53.8926889,-0.3187811
53.82065,-0.4858473
53.8624225,-0.3828083
53.8526948,-0.43816000000000005
53.8442713,-0.5025389
51.1036526,-0.2222332
52.4190737,-2.3457868
50.8560037,0.4710859
50.8405751,0.47418849999999996
,"[[0.43391609999999997, 50.8456098], [0.4337811, 50.8456374], [0.43376509999999996, 50.8456063], [0.4337488, 50.8455745], [0.4338839, 50.8455468], [0.43391609999999997, 50.8456098]]"
50.8527061,0.46263679999999996
51.441346,0.1477884
51.4583005,0.1320624
51.4643367,0.1329705
51.4656923,0.1459809
51.8978934,-1.1505264
51.8697671,-1.1236144
51.9060708,-1.1470313
51.6949189,0.5850084999999999
51.1150904,0.643533
53.1178083,-2.17469
51.0524697,-4.1910877
51.0403158,-4.213132
50.964487,-4.376416
51.0201539,-4.2042214
51.0159491,-4.2125174
51.013091,-4.1939
50.981846,-4.3546377
51.0153395,-4.2486192
51.050981,-4.180452
52.0931362,-0.2506524
52.0853705,-0.2640952
51.6251863,0.41694539999999997
54.5966076,-1.2934004
54.6073375,-1.2920669
,"[[-1.299206, 54.6234883], [-1.2992470999999999, 54.6233951], [-1.2990243, 54.6233622], [-1.2989833, 54.6234554], [-1.299206, 54.6234883]]"
51.0245823,-0.45130739999999997
51.0687186,-0.5649734
51.022952,-0.5059070999999999
51.0734527,-0.519463
52.55801,-2.07141
51.4307571,-0.7906137
53.8295379,-1.829527
53.8477481,-1.8272249
,"[[-1.8152356, 53.8593837], [-1.8151903, 53.8593123], [-1.815003, 53.8593537], [-1.8150484, 53.8594251], [-1.8152356, 53.8593837]]"
53.8476369,-1.8376664999999999
,"[[-1.8705262, 53.8413571], [-1.8705569, 53.8412819], [-1.8704398, 53.8412653], [-1.8704091, 53.8413405], [-1.8705262, 53.8413571]]"
,"[[1.2544959, 51.3532222], [1.2545603, 51.3533078], [1.2544593, 51.3533374], [1.2543948, 51.3532519], [1.2544959, 51.3532222]]"
51.3753583,1.3046045
53.3697117,-3.0049555
,"[[-3.016402, 53.3921467], [-3.0163466, 53.3921318], [-3.0162749, 53.3922264], [-3.0163303, 53.3922413], [-3.016402, 53.3921467]]"
,"[[-3.0387375, 53.3970044], [-3.0387097, 53.3969967], [-3.038667, 53.397050899999996], [-3.0387452, 53.3970728], [-3.0387346, 53.3970863], [-3.0388532, 53.3971195], [-3.0389065, 53.3970518], [-3.0387375, 53.3970044]]"
53.3708183,-3.0892058
52.4141566,-1.8462482
,"[[-1.7757127, 52.4643689], [-1.7758087, 52.4644444], [-1.7758302, 52.4644359], [-1.7759235, 52.4643922], [-1.7757981, 52.4643317], [-1.7757127, 52.4643689]]"
52.4519586,-1.8185609
52.4658763,-1.892019
,"[[-1.955439, 52.5425174], [-1.9553182, 52.5425033], [-1.9552965, 52.5425937], [-1.9554049, 52.5426408], [-1.955439, 52.5425174]]"
,"[[-1.8665456, 52.4547237], [-1.8667874, 52.4546454], [-1.8667544999999999, 52.4546076], [-1.8665127, 52.4546859], [-1.8665456, 52.4547237]]"
52.4829878,-1.7800053
52.413845,-1.8714106
52.4711529,-1.8299193999999999
52.4212528,-1.8787026
52.4435023,-2.0122193
52.4190795,-1.9508812
,"[[-1.8790436, 52.4517534], [-1.8790012999999999, 52.4518147], [-1.8792811, 52.4518957], [-1.8793406, 52.4518205], [-1.8791696, 52.4517724], [-1.8791615, 52.4517842], [-1.8790436, 52.4517534]]"
52.3979959,-1.9610432
52.433608,-2.0051945
52.5031706,-1.934703
52.4886075,-1.8503983
52.4062377,-1.8868596
52.4298148,-1.9597896
52.5078409,-1.9533319999999998
52.435079,-1.8925756
52.4974858,-1.896688
52.4986812,-1.7907342
52.506472,-1.8176288
52.5029712,-1.9064897
,"[[-1.9046863, 52.5258174], [-1.9046054, 52.5257635], [-1.9044231, 52.5258647], [-1.9045041, 52.5259187], [-1.9046863, 52.5258174]]"
,"[[-1.8300162, 52.437369], [-1.8301011999999999, 52.4372997], [-1.8298467999999999, 52.4371837], [-1.8297618, 52.4372529], [-1.8300162, 52.437369]]"
52.5391878,-1.8820101999999999
52.4818187,-1.7610142
52.4573308,-1.9914204
52.4623147,-1.8183132
52.4031102,-2.0164583
52.437022,-1.969369
52.43034,-1.9836500000000001
52.41691,-1.93029
52.4458103,-1.8890306
52.4065011,-1.8688164
,"[[-1.8410655999999999, 52.427146], [-1.8413215, 52.4270979], [-1.8412956999999999, 52.427047], [-1.8410398, 52.4270952], [-1.8410655999999999, 52.427146]]"
52.460417,-1.981948
52.5173263,-1.8209106
52.5125114,-1.8350605
52.4276818,-1.906442
52.51518,-1.90307
52.52513,-1.83803
,"[[-1.8193443, 52.4941396], [-1.8194358, 52.4942378], [-1.8195092, 52.4942105], [-1.819416, 52.4941123], [-1.8193443, 52.4941396]]"
52.3930439,-1.8727308
52.5214162,-1.923957
52.48741,-1.83226
52.5353933,-1.8502926
,"[[-1.8424822, 52.4786709], [-1.8424393, 52.4785373], [-1.8424874, 52.4785316], [-1.842473, 52.4784869], [-1.84241, 52.4784944], [-1.842287, 52.4785091], [-1.8423443, 52.4786873], [-1.8424822, 52.4786709]]"
52.3944431,-1.9359332
,"[[-1.9404097, 52.5102676], [-1.9402808999999999, 52.5102382], [-1.9402534999999999, 52.510284], [-1.9404596, 52.5103269], [-1.940472, 52.510306], [-1.9404005, 52.5102897], [-1.9404097, 52.5102676]]"
52.4796406,-1.8242645
52.5086984,-1.777555
52.501059,-1.7642697999999999
52.4937739,-1.7504684
52.4577034,-1.9056951
52.4945319,-1.7779089
52.4792807,-1.9021109999999999
52.47125,-1.8995015
52.5001139,-1.8655769
,"[[-1.9170713, 52.4360497], [-1.9172014, 52.4359438], [-1.9171378, 52.4359456], [-1.9169657, 52.4360056], [-1.9170713, 52.4360497]]"
52.5355846,-1.9194689
52.41057,-1.911004
52.4618417,-2.0100223
52.4915653,-1.858852
52.4166416,-1.9847711
52.40191,-1.92605
52.4598469,-1.9469927
,"[[-1.7807098, 52.4518462], [-1.7806618, 52.4520948], [-1.7807719, 52.4521027], [-1.7807941, 52.4519877], [-1.7808112, 52.451989], [-1.7808369, 52.4518553], [-1.7807098, 52.4518462]]"
52.5174553,-1.8564528999999999
,"[[-1.8848315, 52.5119921], [-1.8847587, 52.511912099999996], [-1.8844813, 52.5120057], [-1.8845542, 52.5120856], [-1.8846948, 52.5120382], [-1.8848315, 52.5119921]]"
52.4289486,-1.8696665
,"[[-1.8091152, 52.4664728], [-1.809258, 52.4664109], [-1.8091393, 52.4663049], [-1.8089943, 52.4663664], [-1.8090249, 52.4663893], [-1.8090492, 52.466413], [-1.8090916, 52.4664524], [-1.8091152, 52.4664728]]"
52.5538113,-1.8848746
52.4876149,-1.9121784
52.395568,-1.9978974999999999
52.5248652,-1.8587472999999999
,"[[-1.8182947999999999, 52.4312859], [-1.818392, 52.4312075], [-1.8182957, 52.4311631], [-1.8182421, 52.4311384], [-1.8182148, 52.4311604], [-1.8181526, 52.4311318], [-1.8180828, 52.4311881], [-1.8182947999999999, 52.4312859]]"
52.4153381,-1.9709925
